Year,State,District,Style,Product Category,Sale Order Qty,Delivered Qty
FY 24-25,TAMIL NADU,KANYAKUMARI,IN01,FG-SLIP,15,14
FY 24-25,TAMIL NADU,KANYAKUMARI,IN05,FG-BRA,163,155
FY 24-25,TAMIL NADU,KANYAKUMARI,IN07,FG-SLIP,28,23
FY 24-25,TAMIL NADU,KANYAKUMARI,IN08,FG-SLIP,24,22
FY 24-25,TAMIL NADU,KANYAKUMARI,IN09,FG-SLIP,78,48
FY 24-25,TAMIL NADU,KANYAKUMARI,IN11,FG-SLIP,18,8
FY 24-25,TAMIL NADU,KANYAKUMARI,IN21,FG-BRA,399,371
FY 24-25,TAMIL NADU,KANYAKUMARI,IN22,FG-SLIP,155,54
FY 24-25,TAMIL NADU,KANYAKUMARI,IN29,FG-BRA,445,427
FY 24-25,TAMIL NADU,KANYAKUMARI,KRKR,FG-BRA,302,271
FY 24-25,TAMIL NADU,KANYAKUMARI,LOVE,FG-BRA,3096,3039
FY 24-25,TAMIL NADU,KANYAKUMARI,LVHK,FG-BRA,543,543
FY 24-25,TAMIL NADU,KANYAKUMARI,M002,FG-SLIP,24,8
FY 24-25,TAMIL NADU,KANYAKUMARI,NGSL,FG-SLIP,340,274
FY 24-25,TAMIL NADU,KANYAKUMARI,NHPB,FG-BRA,759,586
FY 24-25,TAMIL NADU,KANYAKUMARI,NORA,FG-BRA,69,69
FY 24-25,TAMIL NADU,KANYAKUMARI,NOVA,FG-BRA,40,10
FY 24-25,TAMIL NADU,KANYAKUMARI,NRPB,FG-BRA,3021,2433
FY 24-25,TAMIL NADU,KANYAKUMARI,NTHK,FG-BRA,2172,1947
FY 24-25,TAMIL NADU,KANYAKUMARI,NTRL,FG-BRA,5261,5002
FY 24-25,TAMIL NADU,KANYAKUMARI,OECDPL,FG-PANTIES,116,56
FY 24-25,TAMIL NADU,KANYAKUMARI,OECDPR,FG-PANTIES,164,92
FY 24-25,TAMIL NADU,KANYAKUMARI,PRTI,FG-BRA,391,383
FY 24-25,TAMIL NADU,KANYAKUMARI,PRTR,FG-BRA,215,212
FY 24-25,TAMIL NADU,KANYAKUMARI,TB01,FG-BRA,36,23
FY 24-25,TAMIL NADU,KANYAKUMARI,TEEN,FG-BRA,192,182
FY 24-25,TAMIL NADU,KANYAKUMARI,TRND,FG-BRA,1122,1106
FY 24-25,TAMIL NADU,KANYAKUMARI,UC02,FG-BRA,25,13
FY 24-25,TAMIL NADU,KANYAKUMARI,UC09,FG-BRA,620,500
FY 24-25,TAMIL NADU,KANYAKUMARI,UF01,FG-BRA,58,19
FY 24-25,TAMIL NADU,KANYAKUMARI,VNH2,FG-BRA,417,228
FY 24-25,TAMIL NADU,KARUR,3NSL,FG-SLIP,566,323
FY 24-25,TAMIL NADU,KARUR,BB01,FG-BRA,1231,990
FY 24-25,TAMIL NADU,KARUR,BL01,FG-BRA,80,41
FY 24-25,TAMIL NADU,KARUR,BUTI,FG-BRA,52,52
FY 24-25,TAMIL NADU,KARUR,BUTR,FG-BRA,4,4
FY 24-25,TAMIL NADU,KARUR,CA01,FG-BRA,1842,1596
FY 24-25,TAMIL NADU,KARUR,CA05,FG-BRA,12,12
FY 24-25,TAMIL NADU,KARUR,CA12,FG-BRA,391,340
FY 24-25,TAMIL NADU,KARUR,CA15,FG-BRA,140,91
FY 24-25,TAMIL NADU,KARUR,CA80,FG-BRA,3,3
FY 24-25,TAMIL NADU,KARUR,CB02,FG-BRA,71,69
FY 24-25,TAMIL NADU,KARUR,CB03,FG-BRA,54,36
FY 24-25,TAMIL NADU,KARUR,CLSI,FG-BRA,496,485
FY 24-25,TAMIL NADU,KARUR,CLSR,FG-BRA,234,234
FY 24-25,TAMIL NADU,KARUR,CMFT,FG-BRA,144,144
FY 24-25,TAMIL NADU,KARUR,CNDI,FG-BRA,631,583
FY 24-25,TAMIL NADU,KARUR,CNDR,FG-BRA,122,108
FY 24-25,TAMIL NADU,KARUR,CRSS,FG-BRA,2853,2781
FY 24-25,TAMIL NADU,KARUR,DEFC,FG-BRA,514,259
FY 24-25,TAMIL NADU,KARUR,DEFF,FG-BRA,8,4
FY 24-25,TAMIL NADU,KARUR,DEFM,FG-BRA,257,242
FY 24-25,TAMIL NADU,KARUR,DEFT,FG-BRA,234,220
FY 24-25,TAMIL NADU,KARUR,EC05,FG-BRA,112,83
FY 24-25,TAMIL NADU,KARUR,EC06,FG-BRA,188,139
FY 24-25,TAMIL NADU,KARUR,EC07,FG-BRA,161,116
FY 24-25,TAMIL NADU,KARUR,EC09,FG-BRA,100,92
FY 24-25,TAMIL NADU,KARUR,EFRT,FG-BRA,93,93
FY 24-25,TAMIL NADU,KARUR,ER16,FG-BRA,130,114
FY 24-25,TAMIL NADU,KARUR,ERCA,FG-BRA,140,132
FY 24-25,TAMIL NADU,KARUR,ES02,FG-BRA,10642,8716
FY 24-25,TAMIL NADU,KARUR,ES06,FG-BRA,4529,4139
FY 24-25,TAMIL NADU,KARUR,ES21,FG-BRA,435,312
FY 24-25,TAMIL NADU,KARUR,F909,FG-BRA,1893,1749
FY 24-25,TAMIL NADU,KARUR,FELZ,FG-BRA,70,70
FY 24-25,TAMIL NADU,KARUR,FLFG,FG-BRA,486,405
FY 24-25,TAMIL NADU,KARUR,FRTH,FG-BRA,197,188
FY 24-25,TAMIL NADU,KARUR,GLRI,FG-BRA,202,176
FY 24-25,TAMIL NADU,KARUR,GLRR,FG-BRA,53,53
FY 24-25,TAMIL NADU,KARUR,HC36,FG-PETTICOAT,134,134
FY 24-25,TAMIL NADU,KARUR,HC40,FG-PETTICOAT,280,278
FY 24-25,TAMIL NADU,KARUR,HC44,FG-PETTICOAT,128,125
FY 24-25,TAMIL NADU,KARUR,IECDPL,FG-PANTIES,312,168
FY 24-25,TAMIL NADU,KARUR,IECDPR,FG-PANTIES,1478,944
FY 24-25,TAMIL NADU,KARUR,IELYPC,FG-PANTIES,40,8
FY 24-25,TAMIL NADU,KARUR,IELYRC,FG-PANTIES,40,0
FY 24-25,TAMIL NADU,KARUR,IN01,FG-BRA,1034,960
FY 24-25,TAMIL NADU,KARUR,IN01,FG-SLIP,51,43
FY 24-25,TAMIL NADU,KARUR,IN05,FG-BRA,132,132
FY 24-25,TAMIL NADU,KARUR,IN07,FG-SLIP,686,514
FY 24-25,TAMIL NADU,KARUR,IN08,FG-SLIP,627,502
FY 24-25,TAMIL NADU,KARUR,IN09,FG-SLIP,100,82
FY 24-25,TAMIL NADU,KARUR,IN15,FG-SLIP,142,109
FY 24-25,TAMIL NADU,KARUR,IN21,FG-BRA,220,194
FY 24-25,TAMIL NADU,KARUR,IN22,FG-SLIP,631,217
FY 24-25,TAMIL NADU,KARUR,IN29,FG-BRA,762,746
FY 24-25,TAMIL NADU,KARUR,KRKR,FG-BRA,350,270
FY 24-25,TAMIL NADU,KARUR,LL06,FG-BRA,872,228
FY 24-25,TAMIL NADU,KARUR,LOVE,FG-BRA,137,131
FY 24-25,TAMIL NADU,KARUR,M001,FG-SLIP,431,161
FY 24-25,TAMIL NADU,KARUR,M002,FG-SLIP,24,15
FY 24-25,TAMIL NADU,KARUR,NGSL,FG-SLIP,190,117
FY 24-25,TAMIL NADU,KARUR,NHPB,FG-BRA,57,52
FY 24-25,TAMIL NADU,KARUR,NORA,FG-BRA,90,88
FY 24-25,TAMIL NADU,KARUR,NOVA,FG-BRA,250,53
FY 24-25,TAMIL NADU,KARUR,NRPB,FG-BRA,361,238
FY 24-25,TAMIL NADU,KARUR,NTHK,FG-BRA,30,21
FY 24-25,TAMIL NADU,KARUR,NTRL,FG-BRA,510,498
FY 24-25,TAMIL NADU,KARUR,OECDPL,FG-PANTIES,184,130
FY 24-25,TAMIL NADU,KARUR,OECDPR,FG-PANTIES,426,278
FY 24-25,TAMIL NADU,KARUR,PRTI,FG-BRA,66,66
FY 24-25,TAMIL NADU,KARUR,PRTR,FG-BRA,24,24
FY 24-25,TAMIL NADU,KARUR,SW02,FG-PETTICOAT,177,161
FY 24-25,TAMIL NADU,KARUR,TB01,FG-BRA,12,10
FY 24-25,TAMIL NADU,KARUR,TRND,FG-BRA,34,30
FY 24-25,TAMIL NADU,KARUR,UC02,FG-BRA,52,43
FY 24-25,TAMIL NADU,KARUR,UC07,FG-BRA,24,18
FY 24-25,TAMIL NADU,KARUR,UC09,FG-BRA,518,398
FY 24-25,TAMIL NADU,KARUR,UF01,FG-BRA,131,81
FY 24-25,TAMIL NADU,KRISHNAGIRI,3NSL,FG-SLIP,228,167
FY 24-25,TAMIL NADU,KRISHNAGIRI,BB01,FG-BRA,910,816
FY 24-25,TAMIL NADU,KRISHNAGIRI,BL01,FG-BRA,99,42
FY 24-25,TAMIL NADU,KRISHNAGIRI,BUTI,FG-BRA,219,218
FY 24-25,TAMIL NADU,KRISHNAGIRI,BUTR,FG-BRA,99,99
FY 24-25,TAMIL NADU,KRISHNAGIRI,CA01,FG-BRA,5307,4595
FY 24-25,TAMIL NADU,KRISHNAGIRI,CA05,FG-BRA,1453,1368
FY 24-25,TAMIL NADU,KRISHNAGIRI,CA09,FG-BRA,8,8
FY 24-25,TAMIL NADU,KRISHNAGIRI,CA12,FG-BRA,1308,1066
FY 24-25,TAMIL NADU,KRISHNAGIRI,CA15,FG-BRA,635,415
FY 24-25,TAMIL NADU,KRISHNAGIRI,CA80,FG-BRA,17,16
FY 24-25,TAMIL NADU,KRISHNAGIRI,CB02,FG-BRA,29,29
FY 24-25,TAMIL NADU,KRISHNAGIRI,CB03,FG-BRA,62,51
FY 24-25,TAMIL NADU,KRISHNAGIRI,CHRM,FG-BRA,697,680
FY 24-25,TAMIL NADU,KRISHNAGIRI,CHRR,FG-BRA,162,160
FY 24-25,TAMIL NADU,KRISHNAGIRI,CLSI,FG-BRA,125,122
FY 24-25,TAMIL NADU,KRISHNAGIRI,CLSR,FG-BRA,64,64
FY 24-25,TAMIL NADU,KRISHNAGIRI,CMFT,FG-BRA,232,229
FY 24-25,TAMIL NADU,KRISHNAGIRI,CNDI,FG-BRA,3139,3037
FY 24-25,TAMIL NADU,KRISHNAGIRI,CNDR,FG-BRA,285,281
FY 24-25,TAMIL NADU,KRISHNAGIRI,CRSS,FG-BRA,3131,3043
FY 24-25,TAMIL NADU,KRISHNAGIRI,CYLR,FG-BRA WASHER,50,50
FY 24-25,TAMIL NADU,KRISHNAGIRI,DEFC,FG-BRA,251,230
FY 24-25,TAMIL NADU,KRISHNAGIRI,DEFF,FG-BRA,18,18
FY 24-25,TAMIL NADU,KRISHNAGIRI,DEFM,FG-BRA,779,729
FY 24-25,TAMIL NADU,KRISHNAGIRI,DEFS,FG-BRA,6,5
FY 24-25,TAMIL NADU,KRISHNAGIRI,DEFT,FG-BRA,515,474
FY 24-25,TAMIL NADU,KRISHNAGIRI,EC05,FG-BRA,71,70
FY 24-25,TAMIL NADU,KRISHNAGIRI,EC06,FG-BRA,1346,1154
FY 24-25,TAMIL NADU,KRISHNAGIRI,EC07,FG-BRA,161,152
FY 24-25,TAMIL NADU,KRISHNAGIRI,EC09,FG-BRA,145,95
FY 24-25,TAMIL NADU,KRISHNAGIRI,EEVI,FG-BRA,72,48
FY 24-25,TAMIL NADU,KRISHNAGIRI,EFRT,FG-BRA,278,275
FY 24-25,TAMIL NADU,KRISHNAGIRI,ER16,FG-BRA,199,196
FY 24-25,TAMIL NADU,KRISHNAGIRI,ERCA,FG-BRA,185,182
FY 24-25,TAMIL NADU,KRISHNAGIRI,ES02,FG-BRA,9644,8307
FY 24-25,TAMIL NADU,KRISHNAGIRI,ES06,FG-BRA,7899,7210
FY 24-25,TAMIL NADU,KRISHNAGIRI,ES11,FG-BRA,1,0
FY 24-25,TAMIL NADU,KRISHNAGIRI,ES18,FG-BRA,9,9
FY 24-25,TAMIL NADU,KRISHNAGIRI,ES21,FG-BRA,1014,794
FY 24-25,TAMIL NADU,KRISHNAGIRI,F909,FG-BRA,1319,1230
FY 24-25,TAMIL NADU,KRISHNAGIRI,FELZ,FG-BRA,64,64
FY 24-25,TAMIL NADU,KRISHNAGIRI,FLFG,FG-BRA,164,131
FY 24-25,TAMIL NADU,KRISHNAGIRI,FRTH,FG-BRA,497,482
FY 24-25,TAMIL NADU,KRISHNAGIRI,GLRI,FG-BRA,380,376
FY 24-25,TAMIL NADU,KRISHNAGIRI,GLRR,FG-BRA,134,134
FY 24-25,TAMIL NADU,KRISHNAGIRI,HC40,FG-PETTICOAT,23,23
FY 24-25,TAMIL NADU,KRISHNAGIRI,HP40,FG-PETTICOAT,20,1
FY 24-25,TAMIL NADU,KRISHNAGIRI,IECDPL,FG-PANTIES,2600,1565
FY 24-25,TAMIL NADU,KRISHNAGIRI,IECDPR,FG-PANTIES,3245,1991
FY 24-25,TAMIL NADU,KRISHNAGIRI,IELYPC,FG-PANTIES,36,20
FY 24-25,TAMIL NADU,KRISHNAGIRI,IELYRC,FG-PANTIES,28,0
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN01,FG-BRA,1856,1757
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN05,FG-BRA,704,602
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN05,FG-SLIP,5,5
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN07,FG-SLIP,2616,1839
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN08,FG-SLIP,1660,1298
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN09,FG-SLIP,4,4
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN11,FG-SLIP,548,228
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN14,FG-SLIP,24,24
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN15,FG-SLIP,2062,1789
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN21,FG-BRA,1289,1156
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN27,FG-BRA,200,190
FY 24-25,TAMIL NADU,KRISHNAGIRI,IN29,FG-BRA,2869,2602
FY 24-25,TAMIL NADU,KRISHNAGIRI,KRKR,FG-BRA,143,113
FY 24-25,TAMIL NADU,KRISHNAGIRI,LL06,FG-BRA,49,16
FY 24-25,TAMIL NADU,KRISHNAGIRI,LOVE,FG-BRA,968,905
FY 24-25,TAMIL NADU,KRISHNAGIRI,NGSL,FG-SLIP,312,240
FY 24-25,TAMIL NADU,KRISHNAGIRI,NHPB,FG-BRA,118,112
FY 24-25,TAMIL NADU,KRISHNAGIRI,NORA,FG-BRA,87,87
FY 24-25,TAMIL NADU,KRISHNAGIRI,NOVA,FG-BRA,97,46
FY 24-25,TAMIL NADU,KRISHNAGIRI,NRPB,FG-BRA,541,412
FY 24-25,TAMIL NADU,KRISHNAGIRI,NTHK,FG-BRA,426,268
FY 24-25,TAMIL NADU,KRISHNAGIRI,NTRL,FG-BRA,2107,1965
FY 24-25,TAMIL NADU,KRISHNAGIRI,OECDPL,FG-PANTIES,1784,824
FY 24-25,TAMIL NADU,KRISHNAGIRI,OECDPR,FG-PANTIES,1920,1013
FY 24-25,TAMIL NADU,KRISHNAGIRI,PRTI,FG-BRA,766,760
FY 24-25,TAMIL NADU,KRISHNAGIRI,PRTR,FG-BRA,143,142
FY 24-25,TAMIL NADU,KRISHNAGIRI,REGU,FG-ARMPAD,290,240
FY 24-25,TAMIL NADU,KRISHNAGIRI,SF01,FG-BRA,1,1
FY 24-25,TAMIL NADU,KRISHNAGIRI,TB01,FG-BRA,109,65
FY 24-25,TAMIL NADU,KRISHNAGIRI,TRND,FG-BRA,734,685
FY 24-25,TAMIL NADU,KRISHNAGIRI,UC02,FG-BRA,280,171
FY 24-25,TAMIL NADU,KRISHNAGIRI,UC05,FG-BRA,151,88
FY 24-25,TAMIL NADU,KRISHNAGIRI,UC07,FG-BRA,1,1
FY 24-25,TAMIL NADU,KRISHNAGIRI,UC09,FG-BRA,1007,847
FY 24-25,TAMIL NADU,KRISHNAGIRI,UC11,FG-BRA,32,30
FY 24-25,TAMIL NADU,KRISHNAGIRI,UF01,FG-BRA,15,13
FY 24-25,TAMIL NADU,KRISHNAGIRI,USWP,FG-SHORTS,32,28
FY 24-25,TAMIL NADU,KRISHNAGIRI,VNH2,FG-BRA,45,29
FY 24-25,TAMIL NADU,MADURAI,3NSL,FG-SLIP,6,6
FY 24-25,TAMIL NADU,MADURAI,BB01,FG-BRA,882,694
FY 24-25,TAMIL NADU,MADURAI,BL01,FG-BRA,4,4
FY 24-25,TAMIL NADU,MADURAI,BUTI,FG-BRA,290,290
FY 24-25,TAMIL NADU,MADURAI,BUTR,FG-BRA,105,105
FY 24-25,TAMIL NADU,MADURAI,C_SB,FG-BRA,426,259
FY 24-25,TAMIL NADU,MADURAI,C_SF,FG-BRA,12,12
FY 24-25,TAMIL NADU,MADURAI,CA01,FG-BRA,3740,3460
FY 24-25,TAMIL NADU,MADURAI,CA05,FG-BRA,1300,1276
FY 24-25,TAMIL NADU,MADURAI,CA09,FG-BRA,17,13
FY 24-25,TAMIL NADU,MADURAI,CA12,FG-BRA,624,431
FY 24-25,TAMIL NADU,MADURAI,CA15,FG-BRA,837,644
FY 24-25,TAMIL NADU,MADURAI,CA80,FG-BRA,2,2
FY 24-25,TAMIL NADU,MADURAI,CB03,FG-BRA,32,18
FY 24-25,TAMIL NADU,MADURAI,CHRM,FG-BRA,241,236
FY 24-25,TAMIL NADU,MADURAI,CHRR,FG-BRA,50,50
FY 24-25,TAMIL NADU,MADURAI,CLSI,FG-BRA,16,16
FY 24-25,TAMIL NADU,MADURAI,CLSR,FG-BRA,52,52
FY 24-25,TAMIL NADU,MADURAI,CMFT,FG-BRA,854,838
FY 24-25,TAMIL NADU,MADURAI,CNDI,FG-BRA,2553,2446
FY 24-25,TAMIL NADU,MADURAI,CNDR,FG-BRA,347,328
FY 24-25,TAMIL NADU,MADURAI,CRSB,FG-BRA,48,0
FY 24-25,TAMIL NADU,MADURAI,CRSF,FG-BRA,12,12
FY 24-25,TAMIL NADU,MADURAI,CRSS,FG-BRA,13193,12800
FY 24-25,TAMIL NADU,MADURAI,DEFC,FG-BRA,1294,769
FY 24-25,TAMIL NADU,MADURAI,DEFM,FG-BRA,2746,2391
FY 24-25,TAMIL NADU,MADURAI,DEFT,FG-BRA,1715,1387
FY 24-25,TAMIL NADU,MADURAI,E_SB,FG-BRA,733,353
FY 24-25,TAMIL NADU,MADURAI,E_SF,FG-BRA,44,14
FY 24-25,TAMIL NADU,MADURAI,EC05,FG-BRA,1031,824
FY 24-25,TAMIL NADU,MADURAI,EC06,FG-BRA,491,435
FY 24-25,TAMIL NADU,MADURAI,EC07,FG-BRA,301,215
FY 24-25,TAMIL NADU,MADURAI,EEVI,FG-BRA,185,166
FY 24-25,TAMIL NADU,MADURAI,EFRT,FG-BRA,1942,1935
FY 24-25,TAMIL NADU,MADURAI,ER16,FG-BRA,669,634
FY 24-25,TAMIL NADU,MADURAI,ERCA,FG-BRA,437,435
FY 24-25,TAMIL NADU,MADURAI,ERSB,FG-BRA,96,0
FY 24-25,TAMIL NADU,MADURAI,ERSF,FG-BRA,71,1
FY 24-25,TAMIL NADU,MADURAI,ES02,FG-BRA,7259,7030
FY 24-25,TAMIL NADU,MADURAI,ES06,FG-BRA,7845,7557
FY 24-25,TAMIL NADU,MADURAI,ES18,FG-BRA,18,0
FY 24-25,TAMIL NADU,MADURAI,ES21,FG-BRA,5163,4384
FY 24-25,TAMIL NADU,MADURAI,F909,FG-BRA,1453,1402
FY 24-25,TAMIL NADU,MADURAI,FB07,FG-BRA,899,603
FY 24-25,TAMIL NADU,MADURAI,FELZ,FG-BRA,88,87
FY 24-25,TAMIL NADU,MADURAI,FLFG,FG-BRA,6911,5660
FY 24-25,TAMIL NADU,MADURAI,FRTH,FG-BRA,1217,1150
FY 24-25,TAMIL NADU,MADURAI,GLRI,FG-BRA,309,303
FY 24-25,TAMIL NADU,MADURAI,GLRR,FG-BRA,218,203
FY 24-25,TAMIL NADU,MADURAI,IECDPL,FG-PANTIES,1229,424
FY 24-25,TAMIL NADU,MADURAI,IECDPR,FG-PANTIES,3147,1912
FY 24-25,TAMIL NADU,MADURAI,IELYPC,FG-PANTIES,96,60
FY 24-25,TAMIL NADU,MADURAI,IELYRC,FG-PANTIES,1000,0
FY 24-25,TAMIL NADU,MADURAI,IN01,FG-BRA,7432,7132
FY 24-25,TAMIL NADU,MADURAI,IN01,FG-SLIP,53,52
FY 24-25,TAMIL NADU,MADURAI,IN02,FG-SLIP,361,285
FY 24-25,TAMIL NADU,MADURAI,IN05,FG-BRA,4951,4775
FY 24-25,TAMIL NADU,MADURAI,IN07,FG-SLIP,821,640
FY 24-25,TAMIL NADU,MADURAI,IN08,FG-SLIP,756,557
FY 24-25,TAMIL NADU,MADURAI,IN09,FG-SLIP,20,12
FY 24-25,TAMIL NADU,MADURAI,IN11,FG-SLIP,1622,776
FY 24-25,TAMIL NADU,MADURAI,IN15,FG-SLIP,3614,2923
FY 24-25,TAMIL NADU,MADURAI,IN21,FG-BRA,653,617
FY 24-25,TAMIL NADU,MADURAI,IN22,FG-SLIP,60,18
FY 24-25,TAMIL NADU,MADURAI,IN27,FG-BRA,690,689
FY 24-25,TAMIL NADU,MADURAI,IN29,FG-BRA,7601,7209
FY 24-25,TAMIL NADU,MADURAI,KRKR,FG-BRA,510,409
FY 24-25,TAMIL NADU,MADURAI,LL05,FG-BRA,90,22
FY 24-25,TAMIL NADU,MADURAI,LL06,FG-BRA,31,14
FY 24-25,TAMIL NADU,MADURAI,LOVE,FG-BRA,5172,5075
FY 24-25,TAMIL NADU,MADURAI,LVHK,FG-BRA,107,107
FY 24-25,TAMIL NADU,MADURAI,M001,FG-SLIP,234,98
FY 24-25,TAMIL NADU,MADURAI,M002,FG-SLIP,39,21
FY 24-25,TAMIL NADU,MADURAI,NGSL,FG-SLIP,183,128
FY 24-25,TAMIL NADU,MADURAI,NHPB,FG-BRA,756,577
FY 24-25,TAMIL NADU,MADURAI,NORA,FG-BRA,102,102
FY 24-25,TAMIL NADU,MADURAI,NOVA,FG-BRA,558,221
FY 24-25,TAMIL NADU,MADURAI,NRPB,FG-BRA,5066,3740
FY 24-25,TAMIL NADU,MADURAI,NTHK,FG-BRA,1811,1473
FY 24-25,TAMIL NADU,MADURAI,NTRL,FG-BRA,4924,4683
FY 24-25,TAMIL NADU,MADURAI,OECDPL,FG-PANTIES,1329,902
FY 24-25,TAMIL NADU,MADURAI,OECDPR,FG-PANTIES,2394,1921
FY 24-25,TAMIL NADU,MADURAI,OEHDPL,FG-PANTIES,12,3
FY 24-25,TAMIL NADU,MADURAI,PRTI,FG-BRA,675,672
FY 24-25,TAMIL NADU,MADURAI,PRTR,FG-BRA,241,235
FY 24-25,TAMIL NADU,MADURAI,SW02,FG-PETTICOAT,10,5
FY 24-25,TAMIL NADU,MADURAI,TB01,FG-BRA,15,15
FY 24-25,TAMIL NADU,MADURAI,TEEN,FG-BRA,465,447
FY 24-25,TAMIL NADU,MADURAI,TRND,FG-BRA,2606,2573
FY 24-25,TAMIL NADU,MADURAI,UC02,FG-BRA,140,90
FY 24-25,TAMIL NADU,MADURAI,UC05,FG-BRA,13,5
FY 24-25,TAMIL NADU,MADURAI,UC07,FG-BRA,6,6
FY 24-25,TAMIL NADU,MADURAI,UC09,FG-BRA,1979,1601
FY 24-25,TAMIL NADU,MADURAI,UF01,FG-BRA,4,2
FY 24-25,TAMIL NADU,MADURAI,VNH2,FG-BRA,72,0
FY 24-25,TAMIL NADU,MAYILADUTHURAI,BB01,FG-BRA,42,42
FY 24-25,TAMIL NADU,MAYILADUTHURAI,BUTI,FG-BRA,121,121
FY 24-25,TAMIL NADU,MAYILADUTHURAI,BUTR,FG-BRA,40,37
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CA01,FG-BRA,8,5
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CA11,FG-BRA,4,2
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CA15,FG-BRA,188,151
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CHRM,FG-BRA,105,104
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CHRR,FG-BRA,36,35
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CMFT,FG-BRA,60,46
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CNDI,FG-BRA,164,157
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CNDR,FG-BRA,18,18
FY 24-25,TAMIL NADU,MAYILADUTHURAI,CRSS,FG-BRA,1648,1599
FY 24-25,TAMIL NADU,MAYILADUTHURAI,DEFC,FG-BRA,136,65
FY 24-25,TAMIL NADU,MAYILADUTHURAI,E_SB,FG-BRA,84,48
FY 24-25,TAMIL NADU,MAYILADUTHURAI,EC05,FG-BRA,120,88
FY 24-25,TAMIL NADU,MAYILADUTHURAI,EC06,FG-BRA,138,89
FY 24-25,TAMIL NADU,MAYILADUTHURAI,EC07,FG-BRA,92,71
FY 24-25,TAMIL NADU,MAYILADUTHURAI,EC09,FG-BRA,14,12
FY 24-25,TAMIL NADU,MAYILADUTHURAI,ER16,FG-BRA,102,74
FY 24-25,TAMIL NADU,MAYILADUTHURAI,ES02,FG-BRA,254,209
FY 24-25,TAMIL NADU,MAYILADUTHURAI,ES06,FG-BRA,688,563
FY 24-25,TAMIL NADU,MAYILADUTHURAI,ES11,FG-BRA,32,22
FY 24-25,TAMIL NADU,MAYILADUTHURAI,ES18,FG-BRA,160,156
FY 24-25,TAMIL NADU,MAYILADUTHURAI,ES21,FG-BRA,483,330
FY 24-25,TAMIL NADU,MAYILADUTHURAI,F909,FG-BRA,147,147
FY 24-25,TAMIL NADU,MAYILADUTHURAI,GLRI,FG-BRA,122,118
FY 24-25,TAMIL NADU,MAYILADUTHURAI,GLRR,FG-BRA,40,39
FY 24-25,TAMIL NADU,MAYILADUTHURAI,IECDPL,FG-PANTIES,64,28
FY 24-25,TAMIL NADU,MAYILADUTHURAI,IECDPR,FG-PANTIES,58,37
FY 24-25,TAMIL NADU,MAYILADUTHURAI,IELYPC,FG-PANTIES,10,4
FY 24-25,TAMIL NADU,MAYILADUTHURAI,IN01,FG-BRA,75,75
FY 24-25,TAMIL NADU,MAYILADUTHURAI,IN27,FG-BRA,24,24
FY 24-25,TAMIL NADU,MAYILADUTHURAI,IN29,FG-BRA,167,157
FY 24-25,TAMIL NADU,MAYILADUTHURAI,LL05,FG-BRA,6,3
FY 24-25,TAMIL NADU,MAYILADUTHURAI,LL06,FG-BRA,6,2
FY 24-25,TAMIL NADU,MAYILADUTHURAI,LOVE,FG-BRA,670,649
FY 24-25,TAMIL NADU,MAYILADUTHURAI,NORA,FG-BRA,24,24
FY 24-25,TAMIL NADU,MAYILADUTHURAI,NRPB,FG-BRA,282,276
FY 24-25,TAMIL NADU,MAYILADUTHURAI,PRTI,FG-BRA,76,76
FY 24-25,TAMIL NADU,MAYILADUTHURAI,PRTR,FG-BRA,14,13
FY 24-25,TAMIL NADU,MAYILADUTHURAI,TEEN,FG-BRA,38,34
FY 24-25,TAMIL NADU,MAYILADUTHURAI,TRND,FG-BRA,672,663
FY 24-25,TAMIL NADU,MAYILADUTHURAI,UC09,FG-BRA,18,18
FY 24-25,TAMIL NADU,MAYILADUTHURAI,UF01,FG-BRA,4,0
FY 24-25,TAMIL NADU,NAGAPATTINAM,3NSL,FG-SLIP,24,24
FY 24-25,TAMIL NADU,NAGAPATTINAM,BB01,FG-BRA,12,10
FY 24-25,TAMIL NADU,NAGAPATTINAM,CA01,FG-BRA,1060,843
FY 24-25,TAMIL NADU,NAGAPATTINAM,CA05,FG-BRA,292,290
FY 24-25,TAMIL NADU,NAGAPATTINAM,CA12,FG-BRA,206,153
FY 24-25,TAMIL NADU,NAGAPATTINAM,CA15,FG-BRA,1,1
